Станция,Номер линии,Линия,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
Белокаменная,1698,МЦК,19065,13688,5435,2724,13845,3990,19965,4761,12399,12639,15912,18710,6022,8671,8910,8947,3641,9428,18547,12862,15577,8248,6879,2061,17628,12190,3483,5677,17532,1219,3553,12099,18463,14533,16073,18808,7210,10828,16037,19924,15422,16720,4739,18034,18628,16549,12529,9269,19594,9388,7342,7309,11692,17430,14985,11969,5688,14038,15469,8621,3367,12126,5506,8436,17320,5800,8637,17501,7255,16839,2068,16079,13773,3998,9507,16649,8270,10109,3486,8253,15328,15307,16958,4036,5007,12257,1904,13927,6543,15608,13601,17114.42681239092
Новохохловская,1698,МЦК,6324,3927,14240,9770,12326,13815,1964,14303,1818,10535,11232,19295,7935,16163,19793,10622,9131,3074,11497,1230,3060,7721,12350,15057,4175,11292,14697,18695,1136,3749,2618,7987,10025,2447,4353,13927,12906,10882,14741,17116,16430,14207,5390,13771,9124,10728,2936,11407,9635,19346,8136,5580,3832,14040,4589,7014,5301,4181,8161,10123,14673,8496,16741,10313,13115,8763,5268,18974,15443,13943,14576,11783,8901,1753,19351,9234,18098,11820,13228,16468,1766,9253,3011,14737,2010,17182,1295,7212,17156,18714,18008,11571.268477576545
Верхние Котлы,1698,МЦК,3282,1426,12528,9718,16657,10321,10695,8708,14447,15760,9481,12095,5623,14704,10025,5555,10454,19376,8165,18269,11310,16555,10238,9067,6749,1888,10531,7030,18317,11484,6011,10452,17368,4285,8866,4750,9163,1484,14154,14334,10014,4146,10612,6823,9514,18048,17809,15587,12756,15634,10842,19542,2850,3831,11850,6992,7794,12639,2873,9444,3090,4531,17608,2840,5357,19617,15940,2359,17533,8598,6762,9522,14929,7468,7244,13277,14200,9349,3368,5304,18390,1489,15628,18700,18917,13303,17465,19544,19545,1834,13832,13701.889744407767
Крымская,1698,МЦК,6495,15871,7320,8063,7646,17736,5173,9352,8957,5132,15373,10753,19617,8718,5791,17831,18165,9330,12449,18834,1930,4642,19491,9222,11183,11658,13341,15479,10711,9016,6674,10735,9483,2347,19585,14648,7084,17944,6966,9723,16929,17028,14512,14735,2015,19450,4462,18306,12275,4858,10843,17476,7225,8372,12694,8484,7690,12768,11786,9626,4304,15701,14602,10890,6220,8540,5949,8829,18432,3175,13684,4230,3852,18563,12496,5567,3487,15292,12922,10689,2891,19503,12790,4673,14408,12887,19290,6142,15326,2949,6842,11334.832495656816
Нижегородская,1698,МЦК,7216,11595,10309,8088,3980,19398,9136,11620,2284,6661,19888,19873,1129,1607,8949,6219,13573,1401,13486,15624,16524,12704,2133,15556,8235,6624,6135,3994,6969,4074,2194,3622,9578,9819,16467,13419,12732,16839,7498,17704,7534,17171,4686,9881,7128,12870,12076,5661,13759,15266,10014,17686,5329,17107,17314,13439,4526,8272,15321,2120,9966,10545,16999,10686,2421,7244,7087,15208,2694,11366,13491,2071,6125,9084,18698,8635,13698,16806,5429,8117,13299,9111,11954,11515,9490,6891,6873,1463,14374,18432,1668,12549.225162443536
Лужники,1698,МЦК,3063,4623,8935,14580,17555,11325,2910,15874,7982,17551,3293,17803,6065,18756,19095,17896,15489,7697,3997,14383,13903,9638,12006,10354,8785,7104,8560,17339,19883,13626,9302,13833,8075,8482,6037,15083,12202,3448,2547,12120,8722,6821,6666,12829,11520,17320,1267,19209,10870,16827,7611,4680,9051,14742,6084,4017,18821,18861,2217,8902,15736,19464,18739,15632,13258,11180,4301,3834,10693,8172,15797,2515,15535,15848,16785,13181,10754,9102,1790,15100,13838,14559,6022,16016,18334,7838,13963,13645,7652,4507,11245,16444.983339467828
Кутузовская,1698,МЦК,17957,19495,2419,1775,7487,13986,7651,13274,4069,11312,10331,18250,3371,16801,12781,5654,12575,19626,14947,19043,18237,4203,6277,18463,9567,16115,6721,3434,18160,8707,4355,13236,14929,11107,18666,2952,15332,10530,4644,10002,12753,14220,8068,16580,9049,17606,17977,1746,1108,17951,6803,10595,16585,18932,13281,8109,4527,2103,15939,2656,5105,15414,3959,7706,14175,12877,7860,16207,13876,15471,2889,8041,12330,13830,14412,11782,6852,11477,15828,12278,10240,8480,14346,8990,13729,4090,6722,3450,7100,19635,19934,9724.505931379592
Москва-Сити,1698,МЦК,3608,19919,13891,4081,17520,9235,16266,14368,8357,18040,12251,8025,11694,6591,2037,6725,19429,16147,18684,7889,3417,14944,4969,4578,3057,9512,3988,16755,9537,11994,1804,19340,18124,10411,11540,9020,13927,9310,15216,6008,5458,3294,2919,13359,3987,16557,10623,1866,1525,11120,6755,11918,19203,13101,6426,11677,8601,7927,15445,3370,10241,8820,5877,16529,7129,17146,3061,6197,5037,15284,12871,16103,19819,8605,16369,6405,10033,9207,16630,6596,5294,5301,7779,11023,11336,17449,18103,16760,1160,18782,14744,11152.62902924513
Зорге,1698,МЦК,10344,6069,3877,3557,10640,8057,9929,12525,18146,14465,12852,3689,4712,3057,12200,6014,17370,15258,10765,11457,9185,5917,8706,4779,2701,13772,4252,2987,13653,5128,15887,8306,12695,15275,2232,17770,13808,16332,5105,16310,1775,10283,12854,2096,9425,2019,6222,19063,7524,15743,14009,3035,9356,19595,18442,5131,17686,15923,6352,3062,5970,15725,14588,15063,9017,17864,11032,3219,9724,19069,11165,6689,12877,16658,17996,10524,8394,15633,2313,11666,1265,15204,18626,4886,12974,2644,1876,17518,12325,18230,17408,7508.191733218164
Площадь Гагарина,1698,МЦК,19556,16118,5332,13491,13736,12888,8852,8041,1987,1679,3341,2924,16619,14272,1098,3890,16069,19989,4051,6448,2077,5066,8660,6101,2210,3748,14697,19970,11863,16651,13873,5664,18540,18321,12636,1543,13692,19261,15869,8607,11213,8709,17229,12929,10112,19837,11584,7331,15311,1266,4298,4235,13679,10497,3200,5955,11992,17441,19214,18494,14386,10765,17025,6675,14730,3563,4077,10463,18375,19900,7629,8713,14228,6286,8393,19569,11635,1531,4632,17654,18908,18138,11866,12445,9831,7217,7088,12803,12750,1532,10454,5555.468618344851
Бутырская,14,КАЛИНИНСКАЯ,17781,12461,17249,12905,19559,9798,1968,9554,19377,19095,1750,6633,6923,3962,12037,2058,4163,2276,19777,10799,2091,18728,6717,6090,2547,9942,2120,5054,13967,3130,15718,16292,14540,10437,9393,10354,2224,5178,3716,1334,2108,19861,6806,2212,13495,2212,17819,8352,5446,9283,7721,12787,1228,6323,13602,3695,17709,11202,14462,4666,10284,19609,6500,12805,13959,11097,2286,15720,9730,15543,12469,9229,2059,1834,1178,7938,3530,5128,1792,17274,15443,11891,8736,11362,17132,11777,8297,7402,14730,6819,18797,6530.011864999602
Фонвизинская,14,КАЛИНИНСКАЯ,1043,8126,5859,18820,14248,16906,19429,15699,9464,14236,5522,8281,3345,13243,19261,7710,17832,13781,13804,12833,8548,13715,1043,18527,3920,19675,15195,1576,18191,7552,11011,12998,18521,13944,8074,16882,9218,8740,7851,5811,19112,3722,5670,13011,14165,7314,5916,4819,2856,12564,9886,1169,7511,9098,10846,12028,8902,5525,3629,12780,8389,16672,6052,5392,12295,2087,5097,8550,18319,2836,15617,6318,4265,15051,6387,2582,16865,18395,1732,3129,10044,2560,17969,1761,13319,2915,8156,10070,4643,2452,18964,5032.121460739201
Бутырская,18,ЛЮБЛИНСКАЯ,19488,17021,9056,12705,17355,14411,9042,3661,14885,19104,3089,6552,4979,5450,16940,12198,7668,15624,6990,17832,16646,7222,2868,8398,1865,7728,8784,18163,1963,7051,14424,5909,18619,12183,15357,17996,3262,14911,6781,10897,9581,3809,2951,15992,11119,12738,7008,2017,10079,18208,17901,16350,13509,17186,7350,8266,19821,10395,2976,18209,14610,10570,14810,6633,6371,6319,1409,13659,8507,19964,2899,11194,6947,14929,3694,17826,1087,2615,1457,11358,2918,17119,9533,18912,13846,13308,8667,1292,8392,10024,18424,14316.863497340997
Фонвизинская,18,ЛЮБЛИНСКАЯ,11037,18011,5334,12228,18398,1155,10915,5649,18704,12925,1378,16639,8980,2196,19254,7669,13896,9922,14082,15250,15317,15544,10902,9897,3461,11574,6023,12715,9487,7557,5840,4646,13081,8459,10101,15875,1358,13407,8536,15182,17395,5939,7763,17029,10309,11208,5924,17238,1704,3687,2315,17673,4305,3094,12916,15188,11165,10959,3978,10648,9363,14255,6013,15685,7558,17476,17940,6726,7191,11133,13491,2133,19495,5001,5714,4787,14567,1540,10810,12920,16364,2489,19988,5510,1760,16743,1698,5735,10713,1510,7346,13499.420539954797
Петровско-Разумовская,18,ЛЮБЛИНСКАЯ,2104,15790,18876,18538,1967,4278,13056,2194,18953,7865,7394,1009,14894,11443,7388,2128,13193,11691,16459,15192,9513,19222,1757,8156,16448,18304,15086,14906,12050,9860,7300,14533,19346,2218,2614,17296,7809,12668,11480,13652,5850,16912,2885,11225,14844,5947,13450,13174,10088,1521,7347,7570,14405,16734,13276,13564,4783,8083,10168,7374,8252,8918,16453,6320,5937,14105,14538,9062,5308,5736,6857,6645,10354,8207,1740,14583,18687,11108,7703,7645,5105,13637,14645,15077,18746,2987,6564,8974,8874,7532,10592,5000.186593463634
Минская,14,КАЛИНИНСКАЯ,13441,12756,5575,5862,16777,11707,5811,3029,12192,4272,6102,19478,7411,18923,12423,11760,13871,15065,8030,12335,18206,19336,19494,4395,3108,10488,14227,19932,15359,6072,16414,17876,9792,12174,17270,15016,13469,5609,16189,13603,3425,1063,8658,13796,1438,1082,4125,15962,14120,1611,5944,1829,13376,3180,5768,6230,10916,6542,19746,4986,7494,14720,8173,4130,5760,14065,17705,16071,2618,8566,13231,16749,1719,18297,13024,14109,15115,11843,17681,6777,1792,5177,12758,14618,5159,9623,18011,18688,6482,7753,2487,9562.676142232145
Ломоносовский проспект,14,КАЛИНИНСКАЯ,2725,10888,13033,6622,4110,1271,2900,2376,11505,11235,16471,9044,13462,16358,3779,15945,16133,9479,18555,1423,11878,12076,10376,1680,15815,13881,6055,15939,5147,17747,7615,4960,1662,5090,5286,12924,13678,14021,17640,8825,2051,5793,15681,13521,6411,10988,7958,5586,4425,9084,6507,14103,16324,14535,14430,1462,7333,15836,4005,8577,15010,3004,12535,4997,2294,9146,9967,4883,9750,8969,4793,8349,12476,8022,6434,19022,19402,3325,3718,4595,12962,6240,16812,12470,18511,14918,4445,16392,7340,15271,1541,12986.627577461875
Раменки,14,КАЛИНИНСКАЯ,6036,17956,2370,14961,4023,3003,12317,6334,13398,12344,2742,16103,4725,19491,19589,3310,15644,6715,3630,10889,18841,13320,12836,19443,18271,12337,14924,18601,5260,16070,11610,8171,17449,2865,11893,19771,3294,10208,5055,1856,19956,16503,9403,8033,8945,8796,16350,14458,4303,6619,17550,1940,13709,15442,10860,7128,3842,10929,11089,7881,15638,18463,18509,4641,19142,9744,7147,14514,18787,5885,3988,11490,9634,1029,8748,14647,16710,11367,2660,1630,6274,11288,2105,2369,10429,18188,10842,7779,2696,8990,11683,13617.545584038478
Ломоносовский проспект,1691,СОЛНЦЕВСКАЯ ЛИН.,8932,9207,15378,16809,19219,14884,15945,16379,7453,18190,11989,13674,8589,16519,16174,8021,10416,19567,18707,10657,9816,13998,15741,13989,14164,8804,13052,17857,10300,10157,3325,3299,4052,17330,1631,7404,10260,1417,7542,15026,17901,6238,2813,17777,3126,19180,14271,3376,3641,13730,10712,10664,9096,13700,2253,5971,10814,8848,7520,16487,3046,9858,11054,16132,12606,14758,17147,12471,5531,17542,2590,18008,11764,3846,8581,8512,9491,16022,14564,17396,14757,10080,12908,16508,7624,9800,2095,5405,17937,5371,7795,7435.307509244716
Минская,1691,СОЛНЦЕВСКАЯ ЛИН.,16998,12075,9836,18762,2470,7388,1919,14020,12389,7865,16851,2357,6787,2171,19317,12279,6353,12162,8599,3790,10171,7208,13147,2783,9520,8903,3786,14050,12008,8653,19727,15811,4038,11081,11587,16818,5339,1708,1859,8649,7659,17137,8341,19211,13597,8600,9784,17398,15352,3401,7404,9708,10027,10188,16835,2728,11176,2882,3665,18844,19832,8104,1065,6857,3780,3674,2821,2559,11485,18447,7096,19658,11713,1584,7777,17207,16179,7431,18129,16928,8082,4686,15638,9909,6153,17830,4274,19582,12172,17365,4486,17484.020081301467
Раменки,1691,СОЛНЦЕВСКАЯ ЛИН.,8955,4029,4361,12266,9133,11674,19866,8113,2457,3516,10163,9410,10594,13627,18746,2911,11280,16365,18388,11338,19927,16019,12269,18818,14105,19219,12836,9758,10143,9934,3512,3193,8699,13014,16321,4794,1262,8991,3483,7230,19531,10554,16143,18596,2762,19618,1873,1867,4311,18962,17629,2147,8457,1271,14330,12085,1034,13675,2120,4389,19407,18307,11943,5669,15465,7751,16019,14967,4290,1449,7799,8738,17406,18683,15960,6671,10485,19067,11437,8359,17008,2206,6929,1457,17256,9855,6540,16856,14513,6146,14240,4036.9388771913545
Петровский парк,1749,БКЛ,8095,5692,6987,18846,12955,3698,12059,18625,7317,16438,18776,11960,6273,10991,17338,16298,2198,13252,6306,16498,11195,4662,4990,2135,7247,12387,14279,12405,7964,10058,10393,3160,5916,6430,4333,14801,16616,14973,12676,14888,12305,4721,18265,8207,15553,1695,3243,19951,8132,9372,10891,4702,13745,14178,15229,3696,16609,3908,3620,15793,3136,15985,12038,9208,6563,9936,1914,17358,16052,2879,2796,2502,3478,12052,19401,4360,19553,14232,3854,13763,3600,6391,19005,10868,14287,1407,6546,7939,15811,19901,4929,6467.4552390245135
Деловой центр,1749,БКЛ,1213,4226,10147,18485,10788,11506,3003,7644,1932,12029,19304,3989,19336,1226,14132,19306,18707,3823,5883,11256,3987,19113,2294,11217,16754,18218,2853,18043,7519,5095,11137,4289,9427,18723,15340,11532,10895,14212,14048,9839,9644,9106,7610,1552,16316,15771,19565,4937,4608,18921,8285,10917,1995,11989,6239,4325,9097,11041,9164,3857,5257,3624,8819,18585,4340,17387,16018,3749,18879,7280,11347,12672,11717,10399,3158,13011,17312,17621,7225,17257,14251,4922,7467,6341,11715,14828,4549,14557,11964,17093,12151,5270.840858481292
Ховрино,9,ЗАМОСКВОРЕЦКАЯ,12829,15676,11055,16882,18774,15729,19539,10984,3342,5598,9067,2187,12588,2746,15128,8147,17881,4615,11274,1577,7090,8720,3550,15598,1581,11681,9474,15711,10961,6302,8728,4942,11975,12407,13486,5791,19337,14597,19729,18013,16798,12802,4183,14144,12164,13463,16368,17353,19452,9534,11997,9805,3879,8887,5953,14739,19969,9927,18801,2054,12169,11340,5397,2366,11310,16514,15251,9226,17937,7441,6793,5259,3750,7036,9353,11090,16374,16461,16464,17637,19740,9209,19778,11639,11223,16208,11578,5941,3730,5371,16949,16420.54421476557
Шелепиха,1749,БКЛ,4836,5468,19897,16379,19371,11964,5030,12988,2115,5726,11887,12833,19337,9698,13430,6991,16126,19129,7818,10266,10469,2075,4036,9906,19930,18077,15063,15047,6184,16438,19330,10856,9063,15963,3862,16515,4539,10989,11935,5646,13703,4067,4029,15451,3404,2472,7120,4126,7812,16735,15365,18780,14837,17315,15746,7544,6215,11488,9298,4763,15368,19860,11801,7492,8054,6822,5832,15320,12918,10991,5851,2436,9236,10967,2069,13719,19558,13194,1080,9036,9483,12996,19449,11091,16742,19595,12672,12187,11042,6372,17951,12184.47781361206
Хорошёвская,1749,БКЛ,5972,15795,1782,16277,6012,15167,7395,6888,4061,17875,4751,1615,2038,18830,16833,9753,14996,11363,13348,4352,8068,9321,1472,14527,1896,11670,10924,6274,9226,1824,4731,7134,16136,11715,1353,15129,1873,18851,19030,3688,2956,15243,14723,10414,19715,14609,15705,8713,3353,16762,16997,11166,10752,14008,13846,10029,11487,19234,15142,12749,2291,8858,5334,11446,13346,11620,12056,17497,6131,7670,7606,17259,1371,19393,10614,1284,19328,9869,5814,7032,5547,18701,16708,11583,18785,16154,7364,1569,12689,17110,8169,6949.063319273277
ЦСКА,1749,БКЛ,3312,9751,16586,5771,12366,16151,9495,19742,1870,10779,18086,7354,4072,17516,17081,5082,11921,6150,13531,2099,14679,2554,19578,18517,14489,1760,10440,19937,11808,17639,14486,10327,3890,1768,8202,3695,10327,3905,13304,4753,18387,11213,10517,16946,2152,16030,1199,12307,3747,4287,6906,12581,19559,9340,8173,18346,11260,19185,4352,11062,14765,13397,2774,19331,11163,10808,17867,19732,9731,7534,3848,18745,16446,17694,13712,12913,7414,13561,17753,1679,4699,14453,1836,17475,19506,11688,7940,6602,13617,16239,18537,4531.012680232775
Селигерская,18,ЛЮБЛИНСКАЯ,15330,14569,12760,16253,17719,15144,3382,9724,2871,8057,11527,13855,5835,4126,1813,4633,19546,11580,10329,4106,3173,11739,12804,6817,13275,10649,19068,1163,15878,19277,12605,3250,18702,12623,4417,6144,10562,7712,3277,19506,16957,11830,18662,14565,14906,18036,7668,9730,17451,6635,15406,6114,17906,15227,6148,7539,14878,4684,10684,2577,10760,7893,5262,4395,8572,14184,13776,17611,18673,9793,15514,19458,1621,18635,15500,8271,10395,2101,2791,5556,8360,13348,12063,17166,7483,2710,5769,11081,12274,5404,18171,3489.036669494175
Верхние Лихоборы,18,ЛЮБЛИНСКАЯ,18445,13648,8761,14090,1962,17059,13065,10653,14614,16623,10165,15553,6694,18914,13269,4197,14587,5809,13087,17053,12307,5166,7808,6448,16913,14253,12534,5717,16731,19135,15430,18708,14506,10920,11792,17576,6386,5476,16768,4467,12819,17892,3182,12809,17156,1673,3423,7295,18903,15301,10616,19256,19480,9010,16804,13164,2844,10773,2308,12577,2986,13117,4192,16822,16389,10092,18345,11857,1164,12784,4096,4391,4909,11789,14323,10762,12960,17397,11078,16897,15871,17628,7514,19295,2047,10550,12438,13997,16950,14083,6922,15722.80645813956
Окружная,18,ЛЮБЛИНСКАЯ,10012,11774,12332,9059,7869,7982,6546,5872,1146,8192,10387,10212,12231,19510,9221,18105,14300,13782,11350,2410,11424,14222,13360,6021,8046,19461,12754,16953,12004,18219,9866,7897,10136,6678,4300,7482,19669,3326,12567,19028,4053,11682,12078,8223,1387,6445,5438,3711,1656,7978,7674,17102,3015,19985,15794,16290,2670,5646,11128,9120,19593,2915,17819,2671,2215,16016,15987,4158,6301,8300,11637,10932,13480,17901,8905,2593,18852,15104,8783,18238,5845,15370,14316,15054,6781,14754,4390,12535,3943,15076,6500,16038.579579171763
Шелепиха,1691,СОЛНЦЕВСКАЯ ЛИН.,14895,13732,2467,10505,15533,15934,15397,8652,8224,8246,3127,18633,14490,19791,16105,2307,8958,12226,8559,2705,14269,9458,19207,15541,4454,2879,14538,5740,11744,7347,14288,6391,8841,11979,13058,10803,8715,12331,7113,13890,5774,9235,15950,4462,1040,5144,8502,7762,10077,3617,11615,2928,8689,5914,18706,2097,2690,18598,4725,17860,17903,18782,13358,19785,19045,15368,15089,6214,9871,17467,13978,16701,16607,9643,19483,12897,12133,12300,12092,3540,14696,3986,11670,18837,11887,13010,15810,5553,17608,1630,4293,12260.270687816661
Хорошёвская,1691,СОЛНЦЕВСКАЯ ЛИН.,6208,2944,12317,12330,13735,3816,7128,15605,4562,19228,14128,18123,8763,5840,10098,7420,1357,10801,4616,17012,10074,8280,3056,7382,14889,16088,9227,6536,6102,18529,4463,5179,1481,4607,13196,7005,4518,6697,3747,8589,4747,14859,19259,2272,3989,13358,1806,18517,12401,8085,14684,8097,11459,1335,5364,6036,18497,4805,14435,12720,13219,11135,1817,10090,10022,14642,13677,14340,11735,6918,3909,17669,10559,12974,5072,2391,5354,8346,11121,2150,19561,3531,15930,10446,5618,17451,11567,18158,3213,1077,8585,15604.563517849692
ЦСКА,1691,СОЛНЦЕВСКАЯ ЛИН.,11972,11590,9806,8157,11028,15129,5755,15530,11937,17761,7842,4136,13330,15370,5738,19639,19082,15692,11783,2409,8248,12683,3546,13026,7775,12394,16083,2356,19822,6543,1001,7129,19062,3639,16281,16054,6318,2259,15151,17913,14458,1247,8784,16668,13359,16705,4697,17203,13547,9781,3666,18350,9228,17363,12691,5822,6736,4331,8397,10008,16412,14674,19856,15549,14508,16286,6686,4245,15979,11831,12403,13757,8543,9076,3689,14162,9529,3231,8601,15978,6886,4522,11516,9325,10035,16373,3396,10718,16558,17640,19882,11311.711325660843
Петровский парк,1691,СОЛНЦЕВСКАЯ ЛИН.,2157,11869,19405,17469,18714,12576,1262,7970,19778,7601,6717,4787,1540,18646,2544,19881,11198,6450,2183,5645,3843,11052,6329,13283,1148,2116,18185,4303,5807,13421,6782,6450,8134,10579,11276,14438,8106,16003,16138,17670,1648,10551,11793,11930,10985,7503,1519,14404,9326,17916,5729,8062,7828,9758,6823,19625,13635,3042,7700,1921,8129,13323,17870,13340,14602,13666,7599,12120,3735,18309,19227,3211,8035,5325,13716,12473,13942,17961,10707,5525,4529,13774,16164,6665,18090,2046,5772,10469,3623,6598,16296,12508.755722344024
Мичуринский проспект,1691,СОЛНЦЕВСКАЯ ЛИН.,15833,8382,11466,8422,13049,7121,14322,6595,13798,10489,5118,3164,5807,17538,3684,4232,19715,5742,9440,17323,3834,17198,5288,10648,7194,3891,9794,4599,5322,2903,1059,2723,16506,11414,13875,6269,18721,16639,14603,6598,7124,17995,14855,11203,14712,14198,6861,2783,9356,6824,1453,8602,11476,17048,10705,17265,18144,3028,2121,4788,15715,1181,4740,18902,3003,17623,1803,18199,16878,6690,16414,6853,14766,9013,13314,4145,19849,15967,9912,5394,9706,8453,12687,1003,15979,17500,18864,7499,11599,4836,14063,14912.92982108645
Озёрная,1691,СОЛНЦЕВСКАЯ ЛИН.,19352,1851,18003,14450,4733,17552,12792,12159,16072,18962,2407,9808,14820,17040,1682,12367,13357,13837,2913,16609,12778,13545,3345,12909,12309,18263,11639,18333,12140,12743,3341,15708,13407,4487,16488,13551,17691,19873,9733,14931,16028,6178,16880,9669,13675,13820,5600,8498,9144,5682,14858,1545,9671,9592,14247,4944,6192,16228,11246,1879,6527,6344,14561,4296,8940,4017,3261,14280,14171,14084,6677,11240,18465,14472,1795,18649,13135,6021,2685,8593,18357,17321,3715,17708,11231,5967,16829,11658,18038,9813,14746,17158.830794488535
Говорово,1691,СОЛНЦЕВСКАЯ ЛИН.,11677,15683,13050,3991,4680,4138,15378,14938,18422,9766,15118,18228,16950,7654,17809,3412,7713,19083,3327,9176,6120,9778,16349,16676,9653,17452,6313,13653,10875,8384,6555,19047,7748,4956,3112,6084,2133,5384,8023,2302,6458,8243,15035,8587,4857,2999,3865,6673,11969,17393,2749,15449,17465,2674,2663,13168,11139,1677,17526,12877,6001,15371,8458,12034,16893,18723,9180,8175,17597,8602,11674,2194,16705,16862,14766,9461,1448,5302,6947,15224,5133,11249,2089,8780,18826,9804,16780,11418,17613,14852,19465,13899.404321221802
Солнцево,1691,СОЛНЦЕВСКАЯ ЛИН.,16109,16728,12056,18437,7771,5124,14371,14041,16011,4497,1756,9656,16729,13646,17597,11364,12701,13512,14438,3913,15646,19290,2586,15228,3865,11044,15697,13455,2516,12009,19534,16969,4484,17912,6551,7708,14904,16790,16543,2315,19708,15031,13368,11461,9986,3404,5828,11657,1596,12044,13922,1081,11631,6076,17945,19285,7483,6363,2614,9368,12754,18581,7464,9706,9785,8164,11158,17140,12218,14995,18903,3160,17633,2165,18442,2678,10802,12411,3567,7588,9517,4628,9256,7596,18502,2621,12623,12826,19511,11563,18605,16762.183746757495
Боровское шоссе,1691,СОЛНЦЕВСКАЯ ЛИН.,12769,4660,11270,19360,17441,15120,2192,13875,1328,8010,2545,6185,12798,3074,4285,15857,9086,10001,4802,3113,15459,13885,15401,6546,19951,1911,19565,4505,7955,7413,14046,2138,15658,4425,1278,12436,16771,4979,7155,6913,10891,6668,3851,3412,6587,7596,1326,13538,7000,13779,3290,4141,12776,1015,12799,8771,1238,6529,15093,4046,4008,10546,5785,7323,7615,6544,8902,6200,9736,4964,15748,15092,14055,2806,15070,9025,19895,7337,12664,4672,11859,13981,14026,2317,2807,17216,5875,8133,16537,4807,3656,17393.04695110757
Новопеределкино,1691,СОЛНЦЕВСКАЯ ЛИН.,17639,1760,2165,16616,19451,6351,12156,14100,15610,14202,11011,5938,7191,1076,9190,15910,2685,3405,3262,10510,19344,8880,5454,10989,19357,1829,10755,8874,16458,2519,4250,6545,2311,4067,15551,16423,7152,8731,15284,6637,3415,19053,14175,8364,2632,12626,18027,6975,16046,5666,9322,6630,15119,9355,5674,12758,1550,14086,6272,5308,14270,18258,1251,14823,18847,9187,2146,12010,12137,6758,5046,10875,13176,19827,17740,13084,15390,2563,2494,17362,6467,13067,7874,5916,18181,17631,12442,16144,2365,14969,17285,18200.384406783764
Рассказовка,1691,СОЛНЦЕВСКАЯ ЛИН.,1329,11023,12881,4860,3042,8808,5973,11592,14142,18106,8189,3230,10943,2012,18834,19962,8819,10407,10061,1475,15715,18624,14423,13844,14847,6144,4933,1186,18279,6182,19433,16344,15253,1254,14788,5230,10555,6899,6991,6784,6637,5637,15639,11407,1374,6104,17405,4378,6196,8954,6155,3095,17099,6196,14890,15930,7774,9834,19031,2335,13330,17253,18184,14943,9085,16354,5426,4033,4403,12179,2685,9553,8473,5722,3312,3294,11159,6902,6313,17339,9860,18362,5761,6660,7135,15588,1654,3922,6559,6388,1042,10363.544555324843
Беломорская,9,ЗАМОСКВОРЕЦКАЯ,9695,5301,6867,8541,15663,16651,5206,5129,12704,18203,1591,3328,18904,13111,11180,14053,1197,2129,13818,5430,9013,6183,5526,11882,15832,14055,4037,17412,4628,16947,5918,19519,7455,4650,6791,14682,14283,18267,11310,14100,2550,6184,19266,17694,7962,14616,4709,12299,8134,12623,15419,17258,18470,14883,19163,4237,12137,2002,6434,3082,7691,3396,14458,8874,1901,13869,7619,2190,6957,4196,3771,1254,11521,16136,9750,9841,12298,5282,10065,5703,18392,12206,5299,4380,10090,19325,3980,6449,16943,15042,6501,7821.117946446466
Савёловская,1749,БКЛ,1033,15082,4211,4755,15109,2274,1946,12074,11609,4911,10646,3568,12789,17758,12075,2343,16105,16095,1875,14041,19588,10493,3965,15010,11348,19180,5651,1927,12047,10582,8989,1331,12866,10925,15464,2054,5266,1779,12863,9803,16505,15172,18104,18581,12766,11635,11348,2838,8517,5048,16007,11473,18052,16227,9955,15258,15656,15252,13332,17717,10602,18499,5720,13022,15381,8927,4145,17443,19284,2749,3148,9551,1037,15049,11292,18508,16454,17947,2464,7194,10875,6600,12700,19612,12782,5371,16792,17375,8735,17268,19755,15652.404281151092
Филатов Луг,8,СОКОЛЬНИЧЕСКАЯ,12395,1928,2349,16569,8903,10717,7243,17641,18774,15047,13861,19894,1812,11115,2454,4652,6576,19488,16166,19180,18172,13651,1219,3971,8972,10345,6512,10958,18657,10156,11176,3646,10986,18457,4626,18993,6221,17149,9482,15136,5175,13590,13326,18650,8594,8634,4262,6791,13947,6206,16498,5076,10646,11732,6839,7157,6617,10714,18051,1689,6061,3978,1063,5383,9791,4254,8431,1382,11168,2508,11503,6884,2179,11226,11071,2340,14738,6508,7924,19594,11800,2189,9031,15407,16961,4166,6349,19624,2210,10530,9564,8800.991087284772
Прокшино,8,СОКОЛЬНИЧЕСКАЯ,9693,13785,14605,9467,16742,15192,2886,11829,5368,5300,2212,15775,10816,2372,7309,7837,13699,4551,19279,7285,8745,10123,5651,10990,12193,8621,8416,18661,15140,3503,11892,10783,10923,3604,2463,1567,10857,15175,9368,14674,8908,3467,19667,18402,16976,4817,11637,4490,12686,3913,15364,12710,11251,5871,14930,15025,3039,9686,16488,17894,12372,3725,1002,8123,2425,8831,9190,14654,3271,11767,13878,17512,6568,10479,2434,11948,2625,18594,1992,15228,3506,5995,14928,7033,12736,10898,8444,1677,5896,17255,3646,10679.343834043317
